season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,count
4,0,1,1,22.96,26.515,46,7.0015,2011,11,8,14,161
2,0,0,1,15.58,19.695,46,26.0027,2011,4,17,8,43
4,0,0,1,20.5,24.24,88,7.0015,2011,10,9,23,123
1,0,0,2,13.12,15.91,36,12.998,2011,1,15,15,129
4,0,1,1,17.22,21.21,50,8.9981,2012,10,11,2,11
3,0,1,1,29.52,34.85,74,12.998,2012,8,6,23,113
1,0,1,1,22.96,26.515,40,8.9981,2012,3,12,15,233
3,0,0,1,28.7,32.575,48,15.0013,2012,8,12,9,217
4,0,1,3,24.6,29.545,69,26.0027,2012,10,15,9,359
1,0,1,2,14.76,17.425,57,8.9981,2011,2,7,16,114
3,0,1,1,28.7,32.575,58,11.0014,2011,8,10,3,4
2,0,0,2,27.06,31.06,74,8.9981,2011,6,19,4,17
3,0,1,2,29.52,34.09,66,6.0032,2011,8,19,11,165
1,0,0,2,14.76,16.665,71,16.9979,2011,1,2,11,70
1,0,0,2,18.86,22.725,94,12.998,2011,1,2,4,3
2,0,1,1,32.8,36.365,43,16.9979,2011,6,7,17,539
3,0,1,1,22.14,25.76,77,0.0,2012,9,14,4,12
3,1,0,1,34.44,40.15,53,8.9981,2012,7,4,21,584
2,0,1,2,21.32,25.0,94,19.9995,2011,5,17,8,347
2,0,1,1,26.24,30.305,23,16.9979,2012,5,11,19,503
2,0,1,3,22.96,26.515,88,7.0015,2012,5,15,23,71
1,0,1,1,12.3,15.15,39,8.9981,2011,3,1,12,86
2,0,0,1,27.88,31.82,36,22.0028,2012,6,3,14,678
3,0,1,1,30.34,34.09,58,22.0028,2011,8,8,8,349
4,0,0,1,18.04,21.97,67,15.0013,2012,11,11,21,171
3,0,1,1,28.7,32.575,58,30.0026,2011,8,16,8,441
4,0,1,1,10.66,15.15,75,0.0,2011,12,14,4,4
3,0,0,3,30.34,34.85,70,0.0,2012,9,2,12,545
1,0,1,1,9.84,12.12,48,8.9981,2012,3,5,1,6
3,0,1,3,22.14,25.76,83,26.0027,2011,9,6,12,67
1,0,1,1,9.84,14.395,60,0.0,2012,1,9,10,108
4,0,1,2,10.66,12.88,70,11.0014,2012,11,15,2,7
3,0,0,1,34.44,40.91,56,11.0014,2012,7,7,23,148
4,0,1,1,17.22,21.21,58,7.0015,2011,11,1,18,460
2,0,1,1,20.5,24.24,51,12.998,2011,4,14,20,169
3,0,0,1,36.9,40.91,37,16.9979,2012,7,15,14,476
1,0,1,1,13.12,16.665,49,6.0032,2012,2,7,5,15
1,0,1,2,8.2,9.85,40,15.0013,2011,1,10,14,47
3,0,0,2,24.6,29.545,69,23.9994,2012,9,15,4,6
4,0,0,2,11.48,13.635,48,16.9979,2011,12,17,13,236
4,0,0,1,26.24,31.06,44,6.0032,2011,10,8,16,451
2,0,1,2,22.96,26.515,64,8.9981,2011,4,12,4,6
2,1,0,1,26.24,31.06,53,22.0028,2012,4,16,0,41
3,0,1,2,31.98,35.605,52,16.9979,2011,8,5,14,245
1,0,1,2,9.02,13.635,69,0.0,2012,1,5,9,227
2,0,1,3,25.42,30.305,69,19.0012,2012,5,14,16,111
2,0,1,1,24.6,29.545,69,16.9979,2011,5,17,19,349
4,0,0,1,16.4,20.455,40,15.0013,2012,11,17,16,469
2,0,1,2,25.42,29.545,73,7.0015,2012,6,18,21,273
3,0,0,2,26.24,30.305,73,7.0015,2012,7,14,5,5
4,0,1,1,13.12,14.395,31,23.9994,2012,11,8,9,275
2,0,0,1,23.78,27.275,64,12.998,2012,6,17,23,108
4,0,0,1,20.5,24.24,29,23.9994,2011,11,13,19,157
1,0,1,1,8.2,9.09,47,22.0028,2012,1,13,22,65
4,0,1,1,5.74,8.335,93,7.0015,2011,12,19,5,21
1,0,1,1,9.84,12.88,75,6.0032,2011,3,15,4,2
1,0,1,1,16.4,20.455,58,16.9979,2011,1,19,14,75
4,0,1,1,23.78,27.275,46,0.0,2012,10,1,11,272
2,0,0,2,18.04,21.97,77,19.0012,2011,4,17,0,33
1,0,0,1,14.76,18.94,71,0.0,2011,3,12,22,63
2,0,0,1,22.96,26.515,52,0.0,2011,6,4,0,93
1,0,1,1,6.56,6.82,50,22.0028,2011,1,12,20,56
1,0,0,2,7.38,9.85,80,11.0014,2011,1,8,10,61
3,0,1,1,18.86,22.725,63,22.0028,2011,9,15,21,145
4,0,1,2,20.5,24.24,72,23.9994,2011,11,15,19,286
1,0,1,1,12.3,13.635,61,19.9995,2012,3,7,1,5
3,0,1,2,35.26,37.88,34,12.998,2011,8,2,18,556
2,0,0,1,22.96,26.515,30,19.9995,2011,4,17,19,210
4,0,1,1,10.66,11.365,81,23.9994,2011,12,8,1,7
1,0,1,1,25.42,30.305,61,16.9979,2012,3,19,13,263
2,0,1,1,18.86,22.725,94,19.0012,2011,4,11,1,4
2,0,0,1,16.4,20.455,76,7.0015,2011,5,1,4,17
1,0,1,1,27.06,31.06,36,19.9995,2011,2,18,14,191
4,0,1,1,18.86,22.725,38,11.0014,2012,11,9,16,434
2,0,0,1,27.06,31.06,69,7.0015,2012,6,10,0,158
1,0,1,1,9.02,10.605,69,19.0012,2011,3,2,3,4
3,0,1,1,31.16,36.365,66,16.9979,2012,9,5,17,863
4,0,1,3,18.86,22.725,59,19.9995,2012,12,5,7,398
2,0,1,1,19.68,23.485,23,0.0,2012,4,3,11,258
2,0,0,2,15.58,19.695,94,6.0032,2011,4,10,8,55
2,0,1,2,21.32,25.0,87,19.0012,2011,5,13,14,190
3,0,1,1,30.34,35.605,74,6.0032,2012,9,6,14,216
3,0,0,1,18.86,22.725,82,6.0032,2011,9,17,2,79
2,0,1,1,24.6,29.545,73,16.9979,2012,5,17,3,3
1,0,1,1,15.58,19.695,37,15.0013,2012,2,17,19,282
4,0,1,1,13.12,15.15,53,15.0013,2012,12,11,17,601
3,0,0,1,27.06,29.545,89,6.0032,2012,9,2,3,42
4,0,0,1,16.4,20.455,62,19.0012,2012,11,18,12,442
3,0,0,1,32.8,37.12,49,19.9995,2012,8,11,14,538
3,0,0,1,23.78,27.275,94,6.0032,2011,9,10,4,7
2,0,0,1,24.6,27.275,88,6.0032,2011,6,18,4,5
4,0,1,1,20.5,24.24,72,22.0028,2011,12,16,0,72
3,0,1,1,27.88,31.82,79,0.0,2012,7,10,3,3
2,0,1,1,24.6,31.06,46,16.9979,2012,4,17,6,144
2,0,1,1,20.5,24.24,68,0.0,2012,6,6,2,11
3,0,1,1,32.8,35.605,41,11.0014,2012,7,6,8,585
4,0,1,3,22.14,25.76,100,8.9981,2011,10,13,7,81
2,0,1,2,29.52,33.335,51,15.0013,2012,5,1,13,249
2,0,1,1,23.78,27.275,88,15.0013,2011,5,16,17,274
2,0,1,1,24.6,30.305,64,22.0028,2012,6,14,8,719
3,1,0,2,27.06,29.545,89,7.0015,2011,9,5,17,114
4,0,0,1,18.86,22.725,63,27.9993,2011,10,1,2,67
2,0,1,1,24.6,31.06,43,0.0,2012,6,5,17,850
3,0,0,2,27.88,31.82,69,0.0,2012,8,19,10,425
2,0,0,2,26.24,31.06,27,23.9994,2012,4,14,15,658
2,0,1,2,17.22,21.21,77,6.0032,2012,4,18,22,162
3,0,1,1,26.24,29.545,78,11.0014,2011,7,18,4,4
1,0,0,1,12.3,14.395,52,16.9979,2011,2,6,10,89
1,0,1,2,8.2,12.88,44,0.0,2012,1,4,21,90
3,0,1,1,29.52,34.09,70,8.9981,2012,8,1,21,320
2,0,1,1,17.22,21.21,38,27.9993,2011,4,5,17,273
1,0,1,1,5.74,10.605,59,0.0,2011,2,4,7,87
4,0,1,2,21.32,25.0,77,6.0032,2011,10,18,9,227
2,0,1,1,17.22,21.21,58,23.9994,2011,5,4,19,296
1,0,1,1,14.76,15.91,46,31.0009,2011,2,14,20,70
1,0,1,1,18.04,21.97,62,16.9979,2012,3,7,21,188
3,0,1,2,22.96,26.515,68,7.0015,2011,9,19,19,374
1,0,1,1,18.04,21.97,77,7.0015,2012,3,15,4,14
3,0,0,1,27.06,31.06,69,7.0015,2011,9,10,20,245
4,0,1,1,22.14,25.76,39,22.0028,2011,10,14,19,248
4,0,0,1,22.96,26.515,78,12.998,2012,10,6,2,75
2,0,0,2,21.32,25.0,100,0.0,2011,5,15,4,13
2,0,0,2,22.14,25.76,94,0.0,2012,5,5,6,42
1,0,0,1,16.4,20.455,32,19.9995,2011,2,13,18,95
1,0,1,2,8.2,12.88,44,0.0,2011,2,4,0,13
3,0,1,2,26.24,28.79,89,0.0,2012,8,10,9,220
2,0,1,1,21.32,25.0,40,22.0028,2012,5,10,20,374
2,0,1,1,13.94,16.665,49,12.998,2012,4,13,2,11
2,0,0,2,15.58,19.695,87,6.0032,2011,4,10,0,53
2,0,1,1,28.7,32.575,54,31.0009,2012,5,4,17,643
1,0,1,1,9.02,11.365,80,12.998,2011,3,15,6,35
4,0,1,1,25.42,31.06,53,23.9994,2012,10,18,13,332
1,0,1,1,4.1,6.06,74,11.0014,2011,2,11,8,216
4,0,1,1,12.3,14.395,42,16.9979,2011,11,17,21,116
4,0,1,1,13.12,15.15,70,16.9979,2011,12,9,11,136
3,0,1,1,35.26,37.12,30,22.0028,2011,8,10,15,194
4,0,1,2,26.24,31.06,38,12.998,2011,10,18,13,219
4,0,1,1,14.76,16.665,43,16.9979,2012,11,14,13,214
2,0,1,1,18.86,22.725,41,19.0012,2011,4,6,21,102
4,0,1,2,14.76,17.425,71,15.0013,2011,11,10,19,211
4,0,1,2,20.5,24.24,72,15.0013,2012,10,9,18,784
1,0,1,1,13.94,15.91,42,16.9979,2011,3,14,10,84
3,0,1,2,25.42,25.76,100,11.0014,2011,9,9,1,8
2,0,1,1,15.58,19.695,62,15.0013,2011,5,4,22,89
3,0,1,2,30.34,34.09,62,6.0032,2011,8,19,12,222
3,0,1,1,21.32,25.0,68,19.0012,2012,9,10,4,5
3,0,1,1,35.26,37.88,36,16.9979,2012,8,9,17,810
1,0,1,2,5.74,7.575,63,8.9981,2011,2,4,5,7
1,0,1,2,8.2,11.365,51,7.0015,2011,1,11,12,57
1,0,1,2,6.56,11.365,55,0.0,2011,2,4,6,28
3,0,1,1,31.98,35.605,49,8.9981,2012,8,14,12,300
2,0,1,1,27.88,31.82,36,27.9993,2012,6,13,20,448
1,0,1,1,25.42,31.06,35,7.0015,2012,3,14,20,330
1,0,1,2,7.38,7.575,37,22.0028,2012,1,4,15,90
1,0,0,1,22.14,25.76,45,8.9981,2012,1,7,18,297
1,0,0,2,10.66,12.88,70,12.998,2012,2,5,11,182
2,0,1,2,20.5,24.24,72,12.998,2011,4,19,19,276
4,0,1,1,12.3,15.91,49,7.0015,2011,12,8,17,331
4,0,1,1,13.94,15.91,46,15.0013,2012,11,5,18,542
1,0,1,1,10.66,11.365,44,23.9994,2012,1,19,21,121
3,0,1,2,27.88,31.82,83,12.998,2012,8,14,2,11
1,0,1,1,18.86,22.725,31,26.0027,2011,2,16,16,122
3,0,1,1,30.34,33.335,51,12.998,2011,9,1,16,308
2,0,1,1,24.6,29.545,73,6.0032,2011,6,7,3,2
3,0,1,1,30.34,34.85,70,15.0013,2011,7,6,19,394
4,0,1,1,14.76,16.665,29,26.0027,2012,11,8,11,171
4,0,1,1,18.04,21.97,77,11.0014,2012,10,1,7,483
4,0,0,1,9.84,14.395,87,0.0,2011,11,6,3,9
1,0,1,1,8.2,9.85,44,16.9979,2011,1,14,12,61
1,0,1,1,21.32,25.0,23,16.9979,2011,2,14,11,53
3,0,1,1,32.8,36.365,46,23.9994,2011,8,18,15,174
1,0,1,1,9.84,10.605,52,19.0012,2011,2,16,9,124
2,0,0,1,28.7,33.335,79,7.0015,2011,6,11,2,60
4,0,1,1,16.4,20.455,24,27.9993,2012,11,8,18,507
2,0,1,1,22.96,26.515,64,23.9994,2011,6,15,0,52
4,0,0,2,14.76,18.94,93,0.0,2012,12,8,4,12
1,0,1,2,12.3,15.15,70,11.0014,2012,2,16,9,202
4,0,1,2,25.42,28.03,88,0.0,2011,10,13,12,105
2,0,1,3,22.96,26.515,88,0.0,2011,5,17,1,13
4,0,1,1,8.2,10.605,72,7.0015,2012,12,14,7,308
2,0,1,2,22.96,26.515,88,19.0012,2012,5,14,12,185
1,1,0,2,6.56,7.575,47,15.0013,2011,1,17,8,33
2,0,1,2,22.96,26.515,88,0.0,2012,5,2,9,315
1,0,1,1,28.7,31.82,37,22.0028,2011,3,18,17,332
2,0,1,1,24.6,31.06,40,30.0026,2011,5,6,14,213
1,1,0,1,9.84,11.365,41,15.0013,2012,1,2,20,88
1,0,1,3,11.48,13.635,93,11.0014,2011,2,8,3,1
3,0,1,1,22.96,26.515,88,0.0,2011,9,13,5,20
4,0,1,1,23.78,27.275,53,16.9979,2011,10,4,14,183
2,0,1,1,22.96,26.515,30,0.0,2011,4,14,18,337
1,0,1,1,14.76,17.425,50,8.9981,2012,3,12,3,2
2,0,1,1,22.14,25.76,28,15.0013,2011,5,5,19,361
2,0,0,1,22.14,25.76,49,12.998,2011,5,7,22,120
3,0,1,1,29.52,32.575,39,15.0013,2011,8,11,9,197
2,0,1,1,30.34,34.09,58,8.9981,2012,6,19,13,272
4,0,1,2,25.42,28.79,83,11.0014,2011,10,13,19,205
4,0,0,3,14.76,17.425,93,11.0014,2012,12,9,15,225
1,1,0,2,7.38,9.09,43,12.998,2011,1,17,3,2
2,0,0,1,21.32,25.0,77,8.9981,2011,5,8,20,174
3,0,1,1,18.04,21.97,67,19.0012,2011,9,15,22,115
4,0,1,3,25.42,27.275,94,7.0015,2012,10,2,21,289
4,0,0,1,18.04,21.97,62,12.998,2011,10,16,8,99
1,0,1,2,16.4,20.455,76,16.9979,2011,3,16,15,101
3,0,1,1,27.88,31.82,83,6.0032,2012,8,9,3,6
1,0,1,1,4.92,7.575,54,7.0015,2012,1,19,8,423
4,0,1,1,21.32,25.0,83,0.0,2012,10,5,6,137
1,0,1,1,23.78,27.275,32,16.9979,2012,3,1,13,211
2,0,1,1,13.94,16.665,76,12.998,2011,4,7,4,1
3,0,1,1,30.34,34.85,66,0.0,2011,8,9,8,392
4,0,1,1,20.5,24.24,48,6.0032,2011,11,1,12,176
2,0,1,1,22.96,26.515,37,27.9993,2012,5,10,14,247
3,0,1,1,33.62,38.635,52,19.0012,2011,7,7,19,365
4,0,1,3,24.6,25.76,94,6.0032,2011,10,19,20,145
4,0,1,2,14.76,17.425,57,12.998,2012,11,15,16,342
4,0,1,1,22.96,26.515,37,31.0009,2012,10,12,14,371
4,0,0,2,14.76,18.18,100,7.0015,2012,12,9,21,96
2,0,1,3,29.52,34.09,66,19.0012,2012,6,1,14,254
4,0,0,3,17.22,21.21,67,16.9979,2011,10,1,7,36
1,0,1,1,11.48,15.91,75,0.0,2012,2,15,3,3
1,0,0,1,5.74,7.575,50,8.9981,2012,1,14,7,24
4,0,1,2,24.6,29.545,73,11.0014,2011,10,11,11,123
2,0,0,1,28.7,32.575,65,11.0014,2012,6,10,22,159
2,0,1,2,26.24,28.79,89,12.998,2012,6,1,8,694
3,0,1,2,28.7,32.575,58,16.9979,2012,7,11,23,152
1,0,0,2,12.3,14.395,49,16.9979,2012,2,19,17,157
3,0,0,2,18.86,22.725,77,12.998,2011,9,17,7,37
1,0,1,1,8.2,12.88,59,0.0,2011,3,8,6,45
4,0,1,2,18.86,22.725,88,6.0032,2012,10,10,0,33
1,0,0,1,18.04,21.97,51,19.0012,2012,3,3,13,339
3,0,1,1,33.62,37.12,41,0.0,2012,8,6,17,858
2,0,1,1,26.24,31.06,47,7.0015,2011,5,11,17,259
3,0,1,2,21.32,25.0,77,8.9981,2011,9,19,8,420
1,0,1,1,16.4,20.455,43,23.9994,2012,2,17,13,205
1,0,1,1,11.48,14.395,70,7.0015,2012,2,15,5,25
4,0,0,1,12.3,15.91,81,6.0032,2012,11,10,1,76
2,0,1,1,18.04,21.97,94,0.0,2011,5,9,2,8
1,0,1,1,18.04,21.97,44,27.9993,2012,3,1,20,254
2,0,0,2,21.32,25.0,94,6.0032,2011,5,14,9,100
2,0,1,3,13.94,16.665,87,11.0014,2011,4,8,8,221
4,0,0,1,8.2,10.605,47,11.0014,2011,12,10,23,66
2,0,1,2,24.6,28.03,83,0.0,2012,5,9,9,325
1,0,1,1,4.92,5.305,42,19.9995,2011,2,10,10,35
1,0,0,3,6.56,9.09,93,7.0015,2011,1,8,9,20
4,0,0,1,13.12,15.91,81,11.0014,2011,10,2,6,15
1,0,1,2,8.2,10.605,47,8.9981,2011,1,11,11,35
2,0,1,1,16.4,20.455,43,8.9981,2012,4,3,0,33
4,0,1,1,22.96,26.515,94,12.998,2011,10,14,4,8
2,0,1,1,20.5,24.24,51,12.998,2011,4,14,10,89
3,0,0,3,32.8,37.12,49,56.9969,2011,7,3,18,181
3,0,1,1,30.34,34.09,58,0.0,2012,7,3,7,483
1,0,1,3,19.68,23.485,77,27.9993,2012,3,9,2,11
2,0,1,2,21.32,25.0,83,8.9981,2011,5,13,10,130
4,0,1,1,13.94,17.425,87,7.0015,2011,10,3,0,16
4,0,1,2,14.76,16.665,66,19.9995,2012,11,19,8,663
2,0,1,1,24.6,31.06,31,26.0027,2012,5,10,17,732
4,0,0,2,14.76,17.425,62,8.9981,2011,11,13,3,28
1,1,0,1,10.66,12.12,60,19.0012,2012,1,16,20,90
1,0,1,1,4.92,9.85,54,0.0,2012,1,19,9,210
1,0,1,2,13.94,15.91,42,16.9979,2012,2,10,16,268
4,0,0,1,16.4,20.455,58,7.0015,2012,11,10,11,466
4,0,1,2,14.76,18.94,100,0.0,2012,12,10,1,4
4,0,0,1,15.58,19.695,71,6.0032,2012,11,10,22,193
1,0,1,1,8.2,10.605,80,8.9981,2012,1,11,7,256
1,0,0,1,12.3,13.635,49,22.0028,2012,3,4,10,192
4,0,0,2,10.66,12.12,52,19.0012,2011,12,17,10,181
3,0,0,2,31.98,36.365,55,12.998,2012,9,1,10,417
4,0,1,2,11.48,15.91,93,0.0,2011,11,7,7,311
4,0,0,3,14.76,17.425,93,15.0013,2011,10,1,23,65
3,0,1,1,26.24,31.06,33,6.0032,2012,9,11,11,247
1,0,1,2,5.74,7.575,86,11.0014,2011,2,9,21,83
1,0,1,2,18.86,22.725,59,11.0014,2011,3,17,18,310
3,1,0,1,33.62,37.12,41,0.0,2011,7,4,16,452
1,0,0,1,18.04,21.97,44,11.0014,2012,2,18,20,148
4,0,1,1,13.94,16.665,31,8.9981,2011,11,18,14,154
2,0,1,1,25.42,31.06,41,15.0013,2011,5,9,15,199
3,0,0,1,26.24,30.305,69,0.0,2011,9,11,21,159
3,0,0,3,24.6,27.275,88,32.9975,2011,8,14,22,39
2,0,0,2,15.58,19.695,82,8.9981,2011,4,9,19,130
1,0,0,2,6.56,9.85,59,6.0032,2011,1,15,1,20
2,0,0,2,24.6,29.545,73,16.9979,2011,6,5,8,98
3,0,1,2,20.5,24.24,63,0.0,2011,9,16,21,163
3,0,1,1,27.88,31.82,65,7.0015,2012,7,3,4,6
1,0,1,2,9.02,12.12,87,7.0015,2012,1,9,23,52
3,0,1,2,22.96,26.515,73,12.998,2011,9,19,23,68
2,0,1,1,27.88,31.82,89,12.998,2011,6,1,3,6
4,0,0,1,8.2,12.88,69,0.0,2011,12,11,23,35
3,0,0,1,39.36,45.455,36,11.0014,2012,7,8,14,312
4,0,1,2,21.32,25.0,48,16.9979,2011,11,3,13,169
4,0,1,1,20.5,24.24,59,19.0012,2012,12,5,5,49
1,0,1,2,13.94,15.91,87,16.9979,2012,1,11,16,118
1,0,0,1,18.04,21.97,16,39.0007,2011,2,19,11,123
4,0,0,1,9.84,12.12,70,11.0014,2012,11,17,5,11
4,0,0,1,10.66,12.88,56,12.998,2011,11,19,0,53
4,0,1,1,13.12,14.395,53,23.9994,2012,11,9,4,14
3,0,0,2,26.24,29.545,78,7.0015,2012,8,19,17,343
1,0,0,2,8.2,11.365,40,7.0015,2011,1,16,23,18
3,1,0,2,27.88,31.82,89,11.0014,2012,9,3,1,55
1,0,1,1,22.96,26.515,56,7.0015,2012,3,14,10,188
2,0,0,2,22.96,26.515,83,8.9981,2012,6,2,0,86
3,0,0,2,27.06,29.545,89,11.0014,2012,8,11,22,168
2,0,1,1,13.12,15.15,61,19.0012,2012,4,12,2,4
4,0,1,2,12.3,14.395,56,15.0013,2012,11,6,22,153
2,0,1,2,22.96,26.515,68,23.9994,2012,5,8,9,295
2,0,1,1,29.52,33.335,51,15.0013,2011,6,6,10,95
3,0,1,3,28.7,33.335,84,0.0,2011,8,3,19,321
1,0,1,1,13.12,15.15,49,19.0012,2011,3,2,10,76
4,0,1,1,18.86,22.725,38,19.9995,2012,11,9,13,299
4,0,1,2,18.86,22.725,88,7.0015,2012,10,10,4,6
3,0,1,3,26.24,28.03,94,7.0015,2011,9,8,21,82
3,0,0,1,31.98,37.12,62,7.0015,2012,7,1,8,142
4,0,1,1,14.76,18.94,93,0.0,2012,12,3,6,138
2,0,1,1,22.14,25.76,56,11.0014,2012,6,5,21,283
2,0,0,1,17.22,21.21,54,8.9981,2012,4,14,9,265
4,0,0,1,13.94,17.425,87,7.0015,2011,12,4,22,64
2,0,1,3,20.5,24.24,88,32.9975,2011,4,5,4,2
4,0,1,2,13.94,15.15,71,19.9995,2012,12,11,6,118
1,0,1,1,8.2,7.575,44,35.0008,2011,2,3,1,5
1,0,1,1,5.74,9.09,31,6.0032,2011,2,10,20,97
2,0,1,1,29.52,32.575,42,6.0032,2012,5,16,14,263
4,0,1,1,17.22,21.21,71,6.0032,2012,10,12,8,745
3,0,0,2,27.06,29.545,89,11.0014,2012,8,11,21,128
3,0,1,1,33.62,37.88,46,12.998,2011,7,13,10,113
1,0,1,1,10.66,12.88,70,12.998,2011,3,11,7,114
3,1,0,1,32.8,36.365,46,0.0,2011,7,4,14,408
4,0,1,1,12.3,16.665,87,0.0,2011,11,2,1,10
4,0,1,2,18.04,21.97,88,11.0014,2012,12,4,8,721
2,0,1,2,32.8,35.605,41,19.9995,2012,6,11,13,248
2,0,1,1,29.52,34.09,62,11.0014,2012,6,11,10,147
1,0,0,3,9.84,11.365,87,15.0013,2012,2,11,3,9
4,0,1,1,16.4,20.455,35,16.9979,2011,12,13,15,151
4,0,0,1,23.78,27.275,35,16.9979,2011,10,16,12,444
3,0,1,1,29.52,34.09,70,6.0032,2012,7,16,7,483
4,0,1,2,12.3,16.665,56,0.0,2011,12,12,17,359
1,0,1,1,9.84,9.09,38,40.9973,2012,1,13,11,114
3,0,1,1,19.68,23.485,67,6.0032,2011,9,16,22,167
2,0,1,1,26.24,29.545,78,12.998,2012,5,15,11,224
3,0,0,1,31.98,34.85,46,19.9995,2011,7,9,11,290
2,0,0,2,27.06,30.305,78,8.9981,2011,6,19,3,30
3,0,1,2,21.32,25.0,52,11.0014,2011,9,16,18,482
1,0,0,2,13.12,15.15,39,16.9979,2012,2,19,1,72
1,0,1,1,5.74,6.06,50,23.9994,2011,1,13,2,2
3,0,0,1,29.52,32.575,30,19.0012,2012,9,9,14,647
2,0,1,1,22.14,25.76,83,8.9981,2012,6,15,6,151
3,0,1,3,24.6,25.76,94,12.998,2012,9,18,1,5
3,0,1,1,36.9,40.15,31,11.0014,2012,7,6,14,275
4,0,0,1,13.94,15.15,34,23.9994,2011,12,10,15,299
2,0,1,1,20.5,24.24,22,31.0009,2012,4,6,18,484
2,0,0,2,18.86,22.725,88,39.0007,2011,4,16,12,32
4,0,1,3,14.76,17.425,87,11.0014,2012,10,9,4,7
4,0,0,1,9.02,11.365,75,8.9981,2011,12,3,4,8
3,0,0,3,24.6,27.275,88,32.9975,2011,8,14,21,155
4,0,0,1,18.04,21.97,47,8.9981,2011,10,16,1,77
4,0,1,3,12.3,14.395,56,16.9979,2012,11,7,22,60
4,0,1,1,18.04,21.97,88,0.0,2011,10,5,4,5
4,0,1,3,18.86,22.725,94,8.9981,2011,11,16,13,58
2,0,1,2,24.6,31.06,53,23.9994,2012,5,7,18,680
1,0,0,2,14.76,18.18,93,6.0032,2012,3,3,6,7
4,0,0,1,17.22,21.21,77,19.0012,2012,10,14,4,12
3,0,0,1,29.52,34.85,74,16.9979,2012,8,5,5,19
4,0,1,2,21.32,25.0,94,6.0032,2011,10,11,1,11
1,0,1,1,1.64,1.515,38,19.9995,2012,1,4,1,3
4,0,1,1,12.3,15.91,87,6.0032,2011,11,8,5,18
1,1,0,1,10.66,11.365,52,22.0028,2012,1,16,18,181
2,0,1,1,21.32,25.0,94,6.0032,2011,5,18,23,59
3,0,1,2,26.24,29.545,78,8.9981,2012,8,1,5,49
4,0,1,1,14.76,17.425,76,8.9981,2012,12,7,16,375
4,0,1,1,13.12,16.665,81,8.9981,2011,11,3,5,28
1,0,0,1,4.1,3.03,39,30.0026,2011,1,8,23,22
4,0,0,2,12.3,15.15,70,11.0014,2012,11,18,0,129
1,1,0,1,10.66,12.12,56,19.0012,2012,1,16,19,144
4,0,1,1,13.12,15.91,81,12.998,2011,11,1,6,93
2,0,0,1,27.06,31.06,69,12.998,2011,6,5,20,279
1,0,0,1,10.66,12.88,60,15.0013,2011,2,6,5,1
2,0,1,1,15.58,19.695,66,16.9979,2011,4,4,2,2
2,0,0,1,18.04,21.97,33,19.9995,2011,4,3,13,367
3,0,1,1,29.52,34.09,66,0.0,2012,7,17,3,3
1,0,1,3,9.84,12.88,87,7.0015,2012,2,8,18,167
4,0,1,2,13.94,15.15,61,22.0028,2011,11,17,9,198
1,0,1,1,6.56,7.575,47,15.0013,2011,1,13,20,64
1,0,1,2,8.2,12.88,86,0.0,2011,2,1,13,52
2,0,1,1,19.68,23.485,31,16.9979,2012,4,5,19,487
4,0,0,1,8.2,12.88,59,0.0,2011,12,11,9,107
4,0,1,1,9.84,12.88,60,7.0015,2012,11,6,0,19
2,0,1,2,21.32,25.0,83,11.0014,2011,5,13,11,146
4,1,0,1,13.12,15.15,57,22.0028,2011,11,11,1,19
3,0,0,1,28.7,33.335,84,7.0015,2012,8,5,20,193
2,0,1,1,23.78,27.275,60,8.9981,2011,5,19,19,410
3,0,1,2,28.7,33.335,79,12.998,2011,7,7,8,443
2,0,1,1,28.7,31.82,37,30.0026,2011,6,13,15,185
3,1,0,1,30.34,34.85,66,11.0014,2012,9,3,18,482
3,0,0,3,26.24,30.305,73,0.0,2012,8,19,12,298
1,0,1,1,13.94,17.425,49,7.0015,2012,2,3,20,163
2,0,0,1,30.34,32.575,33,6.0032,2012,5,19,18,645
3,0,1,1,27.88,31.82,61,6.0032,2011,8,10,5,32
3,0,1,2,32.8,37.12,52,12.998,2012,8,3,10,249
2,0,1,1,23.78,27.275,53,8.9981,2011,6,15,8,498
1,0,1,1,12.3,13.635,56,22.0028,2011,3,11,19,118
4,0,0,1,11.48,13.635,46,11.0014,2011,12,18,17,136
4,0,1,1,16.4,20.455,71,0.0,2012,10,16,23,199
3,0,1,2,29.52,33.335,51,0.0,2012,7,13,9,414
1,0,1,1,7.38,12.12,59,0.0,2011,1,14,20,68
2,0,0,1,12.3,14.395,65,12.998,2011,4,3,0,39
3,0,1,2,23.78,27.275,64,11.0014,2011,9,19,11,139
1,0,1,2,5.74,6.06,43,16.9979,2012,1,4,13,91
2,0,1,1,17.22,21.21,41,19.9995,2012,4,5,3,5
1,0,1,1,9.02,10.605,55,16.9979,2011,3,2,6,40
2,0,1,1,22.14,25.76,52,27.9993,2012,5,17,9,346
3,0,1,2,24.6,29.545,69,27.9993,2011,9,15,15,135
1,0,1,2,8.2,10.605,86,11.0014,2012,1,10,4,4
4,1,0,1,13.94,16.665,81,12.998,2012,10,8,2,15
4,0,1,2,13.94,18.18,42,0.0,2012,12,12,12,232
1,0,0,1,9.84,12.12,81,8.9981,2012,2,4,9,157
4,0,1,2,10.66,12.12,60,19.0012,2012,11,7,9,368
